,species,alpha,ini,cost,success
30,BT,0.003,"[0.3915466579689513, -0.8582867687454152]",0.04958584304676949,True
31,BT,0.003,"[1.1132517660923897, -0.21703947340502916]",0.049585843048498904,True
32,BT,0.003,"[0.24175481539699342, -0.3720994256033143]",0.049585843046768316,True
33,BT,0.003,"[0.17082813259505475, -0.9252519204649086]",0.04958584310883562,True
34,BT,0.003,"[0.0675156939645129, -1.6120946272257766]",0.0495858431089538,True
35,BT,0.003,"[1.5864106382073104, -0.6354092235180917]",0.04958584304848878,True
36,BT,0.003,"[1.4697094461617475, -1.7596068149577517]",0.049585843046768815,True
37,BT,0.003,"[1.2750442567855267, -1.0223025429008887]",0.04958584304676921,True
38,BT,0.003,"[0.8018135718648278, -1.888465949387544]",0.04958584304676869,True
39,BT,0.003,"[0.6013374519653201, -1.5685619808430529]",0.04958584304849655,True
40,BT,0.01,"[1.751051630467653, -0.7246930423351403]",0.059990758052731026,True
41,BT,0.01,"[1.3458228426760899, -1.2228656005150382]",0.059990757990602106,True
42,BT,0.01,"[1.9871288484875371, -1.3573001326799654]",0.05999075799233459,True
43,BT,0.01,"[1.8944982183940007, -1.9430772432281715]",0.05999075799060259,True
