Treatments,species,true,pred
CS-CH-BT-CA,CS,0.007509137,0.07622124254703522
CS-CH-BT-CA,CH,0.004019581,0.0011237519793212414
CS-CH-BV-CA,CA,0.07483740533333333,0.0334223173558712
CS-CH-BV-CA,BV,0.8430321833333334,0.6486660242080688
CS-CH-BV-CA,CS,0.025808517666666666,0.0049796453677117825
CS-CH-BV-CA,CH,0.2967219246666667,0.12455136328935623
CS-CH-BV-CA,CA,0.10666837066666668,0.29241427779197693
CS-CH-BV-CA,BV,1.012612555,0.9850517511367798
CS-CH-BV-CA,CS,0.015497083666666666,6.5413078118581325e-06
CS-CH-BV-CA,CH,0.11382199233333333,0.17029179632663727
CDanc-CA-CS,CA,0.128767567,0.18804265558719635
CDanc-CA-CS,CD,0.46972550966666665,0.397882878780365
CDanc-CA-CS,CS,0.012373583666666667,0.0034203194081783295
CDanc-CS-BV,CD,0.8097001873333333,0.3229553997516632
CDanc-CS-BV,BV,0.5291128079999999,0.7622828483581543
CDanc-CS-BV,CS,0.027053659999999997,0.1281278431415558
CDanc-CS-CH-DP-BT-BU-BV-CA,CA,0.012582548333333332,0.006444920320063829
CDanc-CS-CH-DP-BT-BU-BV-CA,BT,0.8216007296666666,0.8394607305526733
CDanc-CS-CH-DP-BT-BU-BV-CA,BU,0.23477223533333336,0.24423937499523163
CDanc-CS-CH-DP-BT-BU-BV-CA,CD,0.048383795,0.059599824249744415
CDanc-CS-CH-DP-BT-BU-BV-CA,BV,0.028820963666666668,0.06035638973116875
CDanc-CS-CH-DP-BT-BU-BV-CA,CS,0.003990721,0.003015536116436124
CDanc-CS-CH-DP-BT-BU-BV-CA,DP,0.011405296333333334,0.009308806620538235
