Treatments,species,true,pred
CDevo-CS-BT-BU-BV,CS,0.0062381133333333,1.6373326e-05
CDevo-CS-BT-BU-CA,CS,0.0050103543333333,0.00738777
CDevo-CS-BT-BU-CA,CS,0.005685717,0.0035565323
CDevo-CS-BT-BV-CA,CS,0.005051608,0.0069632977
CDevo-CS-BT-BV-CA,CS,0.0049328589999999,0.0030539948
CDevo-CS-BV-CA,CS,0.0278341583333333,0.028109232
CDevo-CS-BV-CA,CS,0.0109536869999999,0.02572177
CDevo-CS-CA,CS,0.0401152916666666,0.033448912
CDevo-CS-CA,CS,0.0345462295,0.016735708
CDevo-CS-CH-CA,CS,0.0232053926666666,0.027645227
CDevo-CS-CH-CA,CS,0.0151429609999999,0.022658387
CDevo-CS-CH-DP,CS,0.0313439629999999,0.026727213
CDevo-CS-CH-DP,CS,0.012699794,0.022782162
CDevo-CS-CH-DP-BT-BU-BV-CA,CS,0.0043231573333333,0.0010983426
CDevo-CS-CH-DP-BT-BU-BV-CA,CS,0.0046859413333333,4.403926e-05
CDevo-CS-CH-DP-BU,CS,0.0084116066666666,0.007036759
CDevo-CS-CH-DP-BU,CS,0.0075076973333333,0.0008729773
CDevo-CS-CH-DP-BU-BV,CS,0.0107556526666666,0.012857631
CDevo-CS-CH-DP-BU-BV,CS,0.0062771956666666,0.01199779
CDevo-CS-DP-BT,CS,0.004854666,0.009847443
CDevo-CS-DP-BT,CS,0.007423597,0.010189767
CDevo-CS-DP-BT-BV-CA,CS,0.0063000536666666,0.00018762622
CDevo-CS-DP-BT-BV-CA,CS,0.0063652133333333,1.9030541e-07
CDevo-CS-DP-BU,CS,0.0113811819999999,0.027145728
CDevo-CS-DP-BU,CS,0.011246899,0.082332514
CDevo-CS-DP-BU-BV,CS,0.007417171,0.009336498
CDevo-CS-DP-BU-BV,CS,0.0045774236666666,0.0073632547
CDevo-CS-DP-BU-CA,CS,0.00795619,0.014623339
CDevo-CS-DP-BU-CA,CS,0.0103099263333333,0.009213248
CDevo-CS-DP-BV-CA,CS,0.011918032,0.024480587
CDevo-CS-DP-BV-CA,CS,0.0074054283333333,0.020368902
CDevo-CS-DP-CA,CS,0.0304800733333333,0.024634987
CDevo-CS-DP-CA,CS,0.031092597,0.007190177
CS-BT-BU-BV,CS,0.0057280216666666,0.0016005388
CS-BT-BU-BV,CS,0.007947363,3.0005764e-05
CS-BT-BU-CA,CS,0.00527784,0.0058452585
CS-BT-BU-CA,CS,0.0052290556666666,0.0009678636
CS-BT-BV-CA,CS,0.0055532786666666,0.0053668637
CS-BT-BV-CA,CS,0.0079438729999999,0.00056733954
CS-CH-BT-BU,CS,0.0044338606666666,0.0009897904
CS-CH-BT-BU,CS,0.0094363386666666,1.1573394e-05
CS-CH-BT-BU-BV-CA,CS,0.0047111833333333,0.004601915
CS-CH-BT-BU-BV-CA,CS,0.0060191956666666,0.0028374773
CS-CH-BT-BU-CA,CS,0.0029307323333333,0.005111486
CS-CH-BT-BU-CA,CS,0.0055606633333333,0.0008738709
CS-CH-BT-CA,CS,0.0040385125,0.019655908
CS-CH-BT-CA,CS,0.007509137,0.022618204
CS-CH-BU-BV,CS,0.0120987753333333,0.0050698975
CS-CH-BU-BV,CS,0.0149385096666666,0.0007276565
CS-CH-BV-CA,CS,0.0258085176666666,0.026215354
