Treatments,Time,CA,BT,BU,CD,BV,CS,DP,CH
CDevo-CS-DP-BV-CA_3,12,0.050447746,0.0,0.0,0.121157974,0.903389876,0.010673242,0.023431102,0.0
CDevo-CS-DP-BV-CA_3,24,0.172442121,0.0,0.0,0.085248517,0.846784047,0.006975488,0.008249856,0.0
CDevo-CS-DP-CA_1,0,0.0025,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-CA_1,12,0.366168369,0.0,0.0,0.239393706,0.0,0.030670513,0.15556739,0.0
CDevo-CS-DP-CA_1,24,0.247485766,0.0,0.0,0.291241528,0.0,0.030047941,0.271424787,0.0
CDevo-CS-DP-CA_2,0,0.0025,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-CA_2,12,0.333365011,0.0,0.0,0.267948534,0.0,0.030862028,0.141524442,0.0
CDevo-CS-DP-CA_2,24,0.257072876,0.0,0.0,0.285135298,0.0,0.030171498,0.258420341,0.0
CDevo-CS-DP-CA_3,0,0.0025,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0
CDevo-CS-DP-CA_3,12,0.328295536,0.0,0.0,0.269290685,0.0,0.029907679,0.156306121,0.0
CDevo-CS-DP-CA_3,24,0.22783904,0.0,0.0,0.282094275,0.0,0.033058352,0.292308317,0.0
CDevo-CS_1,0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0
CDevo-CS_1,12,0.0,0.0,0.0,0.500457257,0.0,0.064542755,0.0,0.0
CDevo-CS_1,24,0.0,0.0,0.0,0.420527413,0.0,0.086172581,0.0,0.0
CDevo-CS_2,0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0
CDevo-CS_2,12,0.0,0.0,0.0,0.5309607,0.0,0.052739317,0.0,0.0
CDevo-CS_2,24,0.0,0.0,0.0,0.405531796,0.0,0.093968196,0.0,0.0
CDevo-CS_3,0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0
CDevo-CS_3,12,0.0,0.0,0.0,0.537909112,0.0,0.064690882,0.0,0.0
CDevo-CS_3,24,0.0,0.0,0.0,0.430559351,0.0,0.070040644,0.0,0.0
CDevo-DP-BT-BU-BV-CA_1,0,0.001666667,0.001666667,0.001666667,0.001666667,0.001666667,0.0,0.001666667,0.0
