Treatments,species,true,pred,stdv,n,passage
CD_BU,CH,0.0,0.0,0.0,16,22
CD_BU,BU,0.286909323,0.632162469997996,0.06501580953918785,16,22
CD_BU,BT,0.0,0.0,0.0,16,22
CD_BU,PV,0.0,0.0,0.0,16,22
CD_BU,EL,0.0,0.0,0.0,16,22
CD_BU,CD,0.3997198846666667,0.13432485762891222,0.10139491118581076,16,29
CD_BU,DP,0.0,0.0,0.0,16,29
CD_BU,CA,0.0,0.0,0.0,16,29
CD_BU,PC,0.0,0.0,0.0,16,29
CD_BU,CS,0.0,0.0,0.0,16,29
CD_BU,CH,0.0,0.0,0.0,16,29
CD_BU,BU,0.28471346133333336,0.6321626087813271,0.06501571220584242,16,29
CD_BU,BT,0.0,0.0,0.0,16,29
CD_BU,PV,0.0,0.0,0.0,16,29
CD_BU,EL,0.0,0.0,0.0,16,29
CD_BU,CD,0.3740135386666667,0.13432480175358374,0.10139499014214244,16,36
CD_BU,DP,0.0,0.0,0.0,16,36
CD_BU,CA,0.0,0.0,0.0,16,36
CD_BU,PC,0.0,0.0,0.0,16,36
CD_BU,CS,0.0,0.0,0.0,16,36
CD_BU,CH,0.0,0.0,0.0,16,36
CD_BU,BU,0.2444197926666667,0.6321626246469156,0.06501570102002371,16,36
CD_BU,BT,0.0,0.0,0.0,16,36
CD_BU,PV,0.0,0.0,0.0,16,36
CD_BU,EL,0.0,0.0,0.0,16,36
CD_BU_BT,CD,0.0018333330000000001,0.0018333329999999997,4.489023471578431e-19,15,1
CD_BU_BT,DP,0.0,0.0,0.0,15,1
CD_BU_BT,CA,0.0,0.0,0.0,15,1
CD_BU_BT,PC,0.0,0.0,0.0,15,1
CD_BU_BT,CS,0.0,0.0,0.0,15,1
CD_BU_BT,CH,0.0,0.0,0.0,15,1
CD_BU_BT,BU,0.0018333330000000001,0.0018333329999999997,4.489023471578431e-19,15,1
CD_BU_BT,BT,0.0018333330000000001,0.0018333329999999997,4.489023471578431e-19,15,1
CD_BU_BT,PV,0.0,0.0,0.0,15,1
CD_BU_BT,EL,0.0,0.0,0.0,15,1
CD_BU_BT,CD,0.184748561,0.09190343719846142,0.08700219737091823,15,2
CD_BU_BT,DP,0.0,0.0,0.0,15,2
CD_BU_BT,CA,0.0,0.0,0.0,15,2
CD_BU_BT,PC,0.0,0.0,0.0,15,2
CD_BU_BT,CS,0.0,0.0,0.0,15,2
CD_BU_BT,CH,0.0,0.0,0.0,15,2
CD_BU_BT,BU,0.1980428816666667,0.4114806265807901,0.10713965086028839,15,2
CD_BU_BT,BT,0.8637418669999999,0.8850274812376114,0.21654128672330197,15,2
CD_BU_BT,PV,0.0,0.0,0.0,15,2
CD_BU_BT,EL,0.0,0.0,0.0,15,2
CD_BU_BT,CD,0.00017908933333333335,0.09123823590218745,0.08750631845437014,15,8
CD_BU_BT,DP,0.0,0.0,0.0,15,8
CD_BU_BT,CA,0.0,0.0,0.0,15,8
CD_BU_BT,PC,0.0,0.0,0.0,15,8
CD_BU_BT,CS,0.0,0.0,0.0,15,8
CD_BU_BT,CH,0.0,0.0,0.0,15,8
CD_BU_BT,BU,0.0015369356666666667,0.41045244622165317,0.10851443422512876,15,8
CD_BU_BT,BT,0.8828506446666666,0.8820666481794969,0.21600767029568677,15,8
CD_BU_BT,PV,0.0,0.0,0.0,15,8
CD_BU_BT,EL,0.0,0.0,0.0,15,8
CD_BU_BT,CD,0.00018880999999999998,0.0912382240029353,0.08750632786199944,15,15
CD_BU_BT,DP,0.0,0.0,0.0,15,15
CD_BU_BT,CA,0.0,0.0,0.0,15,15
CD_BU_BT,PC,0.0,0.0,0.0,15,15
CD_BU_BT,CS,0.0,0.0,0.0,15,15
CD_BU_BT,CH,0.0,0.0,0.0,15,15
CD_BU_BT,BU,0.00011315033333333333,0.410452423226782,0.10851446818498349,15,15
CD_BU_BT,BT,1.1975313730000001,0.8820666045677086,0.2160076412142121,15,15
CD_BU_BT,PV,0.0,0.0,0.0,15,15
CD_BU_BT,EL,0.0,0.0,0.0,15,15
CD_BU_BT,CD,0.00016813600000000002,0.09123822400285761,0.08750632786206085,15,22
CD_BU_BT,DP,0.0,0.0,0.0,15,22
CD_BU_BT,CA,0.0,0.0,0.0,15,22
CD_BU_BT,PC,0.0,0.0,0.0,15,22
CD_BU_BT,CS,0.0,0.0,0.0,15,22
CD_BU_BT,CH,0.0,0.0,0.0,15,22
CD_BU_BT,BU,0.0006047433333333333,0.4104524232266319,0.10851446818520517,15,22
CD_BU_BT,BT,1.2827937873333335,0.8820666045674239,0.21600764121402227,15,22
CD_BU_BT,PV,0.0,0.0,0.0,15,22
CD_BU_BT,EL,0.0,0.0,0.0,15,22
CD_BU_BT,CD,0.0032401459999999997,0.09123822400285761,0.08750632786206085,15,29
CD_BU_BT,DP,0.0,0.0,0.0,15,29
CD_BU_BT,CA,0.0,0.0,0.0,15,29
CD_BU_BT,PC,0.0,0.0,0.0,15,29
CD_BU_BT,CS,0.0,0.0,0.0,15,29
CD_BU_BT,CH,0.0,0.0,0.0,15,29
CD_BU_BT,BU,0.036826846333333337,0.4104524232266319,0.10851446818520517,15,29
CD_BU_BT,BT,1.0214663443333334,0.8820666045674239,0.21600764121402227,15,29
CD_BU_BT,PV,0.0,0.0,0.0,15,29
CD_BU_BT,EL,0.0,0.0,0.0,15,29
CD_BU_BT,CD,8.37195e-5,0.09123822400285761,0.08750632786206085,15,36
CD_BU_BT,DP,0.0,0.0,0.0,15,36
CD_BU_BT,CA,0.0,0.0,0.0,15,36
CD_BU_BT,PC,0.0,0.0,0.0,15,36
CD_BU_BT,CS,0.0,0.0,0.0,15,36
CD_BU_BT,CH,0.0,0.0,0.0,15,36
CD_BU_BT,BU,0.044199689,0.4104524232266319,0.10851446818520517,15,36
CD_BU_BT,BT,1.0476999245,0.8820666045674239,0.21600764121402227,15,36
CD_BU_BT,PV,0.0,0.0,0.0,15,36
CD_BU_BT,EL,0.0,0.0,0.0,15,36
CD_BU_EL,CD,0.0018333330000000001,0.0018333330000000001,0.0,6,1
CD_BU_EL,DP,0.0,0.0,0.0,6,1
CD_BU_EL,CA,0.0,0.0,0.0,6,1
CD_BU_EL,PC,0.0,0.0,0.0,6,1
CD_BU_EL,CS,0.0,0.0,0.0,6,1
CD_BU_EL,CH,0.0,0.0,0.0,6,1
CD_BU_EL,BU,0.0018333330000000001,0.0018333330000000001,0.0,6,1
CD_BU_EL,BT,0.0,0.0,0.0,6,1
CD_BU_EL,PV,0.0,0.0,0.0,6,1
CD_BU_EL,EL,0.0018333330000000001,0.0018333330000000001,0.0,6,1
CD_BU_EL,CD,0.33244019666666663,0.26800649509393143,0.11196664660214364,6,2
CD_BU_EL,DP,0.0,0.0,0.0,6,2
CD_BU_EL,CA,0.0,0.0,0.0,6,2
CD_BU_EL,PC,0.0,0.0,0.0,6,2
CD_BU_EL,CS,0.0,0.0,0.0,6,2
CD_BU_EL,CH,0.0,0.0,0.0,6,2
CD_BU_EL,BU,0.721622689,0.3776585516347455,0.2260328597401429,6,2
CD_BU_EL,BT,0.0,0.0,0.0,6,2
CD_BU_EL,PV,0.0,0.0,0.0,6,2
CD_BU_EL,EL,0.11267045400000002,0.11057211940704019,0.09736081757359778,6,2
CD_BU_EL,CD,0.16910337066666667,0.26770795859430924,0.11243994372898426,6,8
CD_BU_EL,DP,0.0,0.0,0.0,6,8
CD_BU_EL,CA,0.0,0.0,0.0,6,8
CD_BU_EL,PC,0.0,0.0,0.0,6,8
CD_BU_EL,CS,0.0,0.0,0.0,6,8
CD_BU_EL,CH,0.0,0.0,0.0,6,8
CD_BU_EL,BU,0.718034365,0.3773947869426739,0.22609193551559165,6,8
CD_BU_EL,BT,0.0,0.0,0.0,6,8
CD_BU_EL,PV,0.0,0.0,0.0,6,8
CD_BU_EL,EL,0.08162891866666666,0.11023034640043201,0.09803660885691909,6,8
CD_BU_EL,CD,0.2818659616666667,0.2677079585910519,0.1124399437308569,6,15
CD_BU_EL,DP,0.0,0.0,0.0,6,15
CD_BU_EL,CA,0.0,0.0,0.0,6,15
CD_BU_EL,PC,0.0,0.0,0.0,6,15
CD_BU_EL,CS,0.0,0.0,0.0,6,15
CD_BU_EL,CH,0.0,0.0,0.0,6,15
CD_BU_EL,BU,0.8321108513333333,0.37739478694122774,0.2260919355152046,6,15
CD_BU_EL,BT,0.0,0.0,0.0,6,15
CD_BU_EL,PV,0.0,0.0,0.0,6,15
CD_BU_EL,EL,0.21272318733333337,0.11023034639725975,0.0980366088611993,6,15
CD_BU_EL,CD,0.19098002833333336,0.2677079585910519,0.1124399437308569,6,22
CD_BU_EL,DP,0.0,0.0,0.0,6,22
CD_BU_EL,CA,0.0,0.0,0.0,6,22
CD_BU_EL,PC,0.0,0.0,0.0,6,22
CD_BU_EL,CS,0.0,0.0,0.0,6,22
CD_BU_EL,CH,0.0,0.0,0.0,6,22
CD_BU_EL,BU,1.1042042986666667,0.37739478694122774,0.2260919355152046,6,22
CD_BU_EL,BT,0.0,0.0,0.0,6,22
CD_BU_EL,PV,0.0,0.0,0.0,6,22
CD_BU_EL,EL,0.13078233966666666,0.11023034639725975,0.0980366088611993,6,22
CD_BU_EL,CD,0.16239792066666667,0.2677079585910519,0.1124399437308569,6,29
CD_BU_EL,DP,0.0,0.0,0.0,6,29
CD_BU_EL,CA,0.0,0.0,0.0,6,29
CD_BU_EL,PC,0.0,0.0,0.0,6,29
CD_BU_EL,CS,0.0,0.0,0.0,6,29
CD_BU_EL,CH,0.0,0.0,0.0,6,29
CD_BU_EL,BU,0.8527845473333334,0.37739478694122774,0.2260919355152046,6,29
CD_BU_EL,BT,0.0,0.0,0.0,6,29
CD_BU_EL,PV,0.0,0.0,0.0,6,29
CD_BU_EL,EL,0.19631754566666668,0.11023034639725975,0.0980366088611993,6,29
CD_BU_EL,CD,0.2514224876666667,0.2677079585910519,0.1124399437308569,6,36
CD_BU_EL,DP,0.0,0.0,0.0,6,36
CD_BU_EL,CA,0.0,0.0,0.0,6,36
CD_BU_EL,PC,0.0,0.0,0.0,6,36
CD_BU_EL,CS,0.0,0.0,0.0,6,36
CD_BU_EL,CH,0.0,0.0,0.0,6,36
CD_BU_EL,BU,0.6592139553333333,0.37739478694122774,0.2260919355152046,6,36
CD_BU_EL,BT,0.0,0.0,0.0,6,36
CD_BU_EL,PV,0.0,0.0,0.0,6,36
CD_BU_EL,EL,0.296496885,0.11023034639725975,0.0980366088611993,6,36
CD_BU_PV,CD,0.0018333330000000001,0.0018333329999999997,4.548483326832392e-19,11,1
CD_BU_PV,DP,0.0,0.0,0.0,11,1
CD_BU_PV,CA,0.0,0.0,0.0,11,1
CD_BU_PV,PC,0.0,0.0,0.0,11,1
CD_BU_PV,CS,0.0,0.0,0.0,11,1
CD_BU_PV,CH,0.0,0.0,0.0,11,1
CD_BU_PV,BU,0.0018333330000000001,0.0018333329999999997,4.548483326832392e-19,11,1
CD_BU_PV,BT,0.0,0.0,0.0,11,1
CD_BU_PV,PV,0.0018333330000000001,0.0018333329999999997,4.548483326832392e-19,11,1
CD_BU_PV,EL,0.0,0.0,0.0,11,1
CD_BU_PV,CD,0.464533873,0.27347042286221623,0.08680285807791625,11,2
CD_BU_PV,DP,0.0,0.0,0.0,11,2
CD_BU_PV,CA,0.0,0.0,0.0,11,2
CD_BU_PV,PC,0.0,0.0,0.0,11,2
CD_BU_PV,CS,0.0,0.0,0.0,11,2
CD_BU_PV,CH,0.0,0.0,0.0,11,2
CD_BU_PV,BU,0.2951363793333333,0.3807261659779162,0.17390843669777978,11,2
CD_BU_PV,BT,0.0,0.0,0.0,11,2
CD_BU_PV,PV,0.5793630683333334,0.7073253821200148,0.1974929041695042,11,2
